dataset,series,scope,mask,K,L,panel_start,model_A,model_B,windows,missing_snapshots,ambiguous_windows,independent_lower,independent_upper,joint_lower,joint_upper,reachable_states,seconds,truth_delta,truth_covered,independent_width,joint_width,width_reduction,relative_width_reduction,independent_winner,joint_winner,new_strict_decision
beijing,Changping,fixed_panel,natural,24,3,7914,logistic,hist_gradient_boosting,145,7,23,0.022776119557533524,0.05365287633692057,0.025880699125719824,0.05093132162850103,64,0.00018699999782256782,,,0.030876756779387046,0.025050622502781207,0.005826134276605839,0.18868996890551978,B,B,False
beijing,Changping,fixed_panel,natural,24,3,8082,constant,logistic,145,0,0,0.1776473342499385,0.1776473342499385,0.17764733424993842,0.17764733424993842,64,0.00013019998732488602,,,0.0,0.0,0.0,0.0,B,B,False
beijing,Changping,fixed_panel,natural,24,3,8082,constant,hist_gradient_boosting,145,0,0,0.1901173397740542,0.1901173397740542,0.19011733977405423,0.19011733977405423,64,0.00010710000060498714,,,0.0,0.0,0.0,0.0,B,B,False
beijing,Changping,fixed_panel,natural,24,3,8082,logistic,hist_gradient_boosting,145,0,0,0.0124700055241157,0.0124700055241157,0.012470005524115717,0.012470005524115717,64,0.00010109999857377261,,,0.0,0.0,0.0,0.0,B,B,False
beijing,Changping,fixed_panel,natural,24,3,8250,constant,logistic,145,3,0,0.15773584458836856,0.15773584458836856,0.15773584458836853,0.15773584458836853,64,0.00010990000737365335,,,0.0,0.0,0.0,0.0,B,B,False
beijing,Changping,fixed_panel,natural,24,3,8250,constant,hist_gradient_boosting,145,3,0,0.20045268721523113,0.20045268721523113,0.20045268721523116,0.20045268721523116,64,0.00010299999848939478,,,0.0,0.0,0.0,0.0,B,B,False
beijing,Changping,fixed_panel,natural,24,3,8250,logistic,hist_gradient_boosting,145,3,0,0.04271684262686257,0.04271684262686257,0.042716842626862574,0.042716842626862574,64,0.0002906000008806586,,,0.0,0.0,0.0,0.0,B,B,False
beijing,Changping,fixed_panel,natural,24,3,8418,constant,logistic,145,3,0,-0.08797542742586446,-0.08797542742586446,-0.08797542742586441,-0.08797542742586441,64,0.00017749999824445695,,,0.0,0.0,0.0,0.0,A,A,False
beijing,Changping,fixed_panel,natural,24,3,8418,constant,hist_gradient_boosting,145,3,0,-0.1449258524795752,-0.1449258524795752,-0.14492585247957507,-0.14492585247957507,64,0.00012569999671541154,,,0.0,0.0,0.0,0.0,A,A,False
beijing,Changping,fixed_panel,natural,24,3,8418,logistic,hist_gradient_boosting,145,3,0,-0.05695042505371067,-0.05695042505371067,-0.05695042505371067,-0.05695042505371067,64,0.00010699999984353781,,,0.0,0.0,0.0,0.0,A,A,False
beijing,Changping,fixed_panel,natural,24,3,8586,constant,logistic,145,18,0,0.11174000215347128,0.11174000215347128,0.11174000215347177,0.11174000215347177,64,0.00011350000568199903,,,0.0,0.0,0.0,0.0,B,B,False
beijing,Changping,fixed_panel,natural,24,3,8586,constant,hist_gradient_boosting,145,18,0,0.09632246653047649,0.09632246653047649,0.09632246653047659,0.09632246653047659,64,9.790000331122428e-05,,,0.0,0.0,0.0,0.0,B,B,False
beijing,Changping,fixed_panel,natural,24,3,8586,logistic,hist_gradient_boosting,145,18,0,-0.015417535622994806,-0.015417535622994806,-0.01541753562299471,-0.01541753562299471,64,0.00010220000694971532,,,0.0,0.0,0.0,0.0,A,A,False
beijing,Changping,artificial,iid_10,24,3,6570,constant,logistic,809,77,55,0.052485319316199784,0.07290117791418686,0.05474103637062107,0.0706454608597657,64,0.0003606999962357804,0.0621809419619844,True,0.02041585859798708,0.015904424489144628,0.004511434108842451,0.22097694726820158,B,B,False
beijing,Changping,artificial,iid_10,24,3,6570,constant,hist_gradient_boosting,809,77,55,0.03551486317722167,0.0585308416875941,0.037840153625809406,0.056205551239006245,64,0.0002803000097628683,0.0413758924754458,True,0.02301597851037243,0.01836539761319684,0.004650580897175592,0.2020587955919298,B,B,False
beijing,Changping,artificial,iid_10,24,3,6570,logistic,hist_gradient_boosting,809,77,55,-0.021603164115233317,-0.009737628250337553,-0.021366008475440148,-0.00997478389013074,64,0.0002738999901339412,-0.0208050494865386,True,0.011865535864895764,0.011391224585309409,0.00047431127958635563,0.03997386085103897,A,A,False
beijing,Changping,artificial,iid_30,24,3,6570,constant,logistic,809,249,235,-0.022037638548268172,0.06379430203543208,-0.011685749873615458,0.05553583814862733,64,0.00039659999310970306,0.037543524574983625,True,0.08583194058370025,0.06722158802224279,0.01861035256145746,0.2168231597106826,UNRESOLVED,UNRESOLVED,False
