epoch,stage,model,seed,horizon,status,target_scope,postprocess,scored_values,rmse,mae
0,SELECT,OD_SEPARABLE,20260913,6,AVAILABLE,terminal_H,raw,3850,0.07640047146889449,0.04762812144991269
0,SELECT,OD_SEPARABLE,20260913,6,AVAILABLE,path_1_to_H,raw,23100,0.06998650595652077,0.041143550736475555
0,SELECT,OD_SEPARABLE,20260913,6,AVAILABLE,terminal_H,clip_0_1,3850,0.07639800240261255,0.04762124960119467
0,SELECT,OD_SEPARABLE,20260913,6,AVAILABLE,path_1_to_H,clip_0_1,23100,0.06997297823626444,0.04111893887692641
0,SELECT,OD_SEPARABLE,20260913,9,AVAILABLE,terminal_H,raw,3850,0.08468624593246257,0.05697164942179302
0,SELECT,OD_SEPARABLE,20260913,9,AVAILABLE,path_1_to_H,raw,34650,0.0743449749734721,0.04506060979594299
0,SELECT,OD_SEPARABLE,20260913,9,AVAILABLE,terminal_H,clip_0_1,3850,0.08468509333991608,0.0569635524336505
0,SELECT,OD_SEPARABLE,20260913,9,AVAILABLE,path_1_to_H,clip_0_1,34650,0.0743359271806204,0.04504229630533494
0,SELECT,OD_SEPARABLE,20260913,12,AVAILABLE,terminal_H,raw,3850,0.09306321667618843,0.060727166549893394
0,SELECT,OD_SEPARABLE,20260913,12,AVAILABLE,path_1_to_H,raw,46200,0.07876578519461831,0.04879192592169455
0,SELECT,OD_SEPARABLE,20260913,12,AVAILABLE,terminal_H,clip_0_1,3850,0.09305738102667872,0.060710732536325016
0,SELECT,OD_SEPARABLE,20260913,12,AVAILABLE,path_1_to_H,clip_0_1,46200,0.07875791627267542,0.048775701404106815
5,SELECT,OD_SEPARABLE,20260913,3,AVAILABLE,terminal_H,raw,3850,0.07159688267545271,0.04161403768608574
5,SELECT,OD_SEPARABLE,20260913,3,AVAILABLE,path_1_to_H,raw,11550,0.0652627578219676,0.0366898738583074
5,SELECT,OD_SEPARABLE,20260913,3,AVAILABLE,terminal_H,clip_0_1,3850,0.07158103484339616,0.04157257503204675
5,SELECT,OD_SEPARABLE,20260913,3,AVAILABLE,path_1_to_H,clip_0_1,11550,0.06523266238185557,0.036630771981620285
5,SELECT,OD_SEPARABLE,20260913,6,AVAILABLE,terminal_H,raw,3850,0.07632170994545655,0.047131668654366535
5,SELECT,OD_SEPARABLE,20260913,6,AVAILABLE,path_1_to_H,raw,23100,0.06987796583013997,0.040981673657135904
5,SELECT,OD_SEPARABLE,20260913,6,AVAILABLE,terminal_H,clip_0_1,3850,0.0763102944759308,0.04708889083352432
5,SELECT,OD_SEPARABLE,20260913,6,AVAILABLE,path_1_to_H,clip_0_1,23100,0.06985752613131116,0.04093155583543862
5,SELECT,OD_SEPARABLE,20260913,9,AVAILABLE,terminal_H,raw,3850,0.08491643324697436,0.05707820674560582
5,SELECT,OD_SEPARABLE,20260913,9,AVAILABLE,path_1_to_H,raw,34650,0.07422915097291664,0.044844948761350215
5,SELECT,OD_SEPARABLE,20260913,9,AVAILABLE,terminal_H,clip_0_1,3850,0.08490042375037327,0.05704334212900871
5,SELECT,OD_SEPARABLE,20260913,9,AVAILABLE,path_1_to_H,clip_0_1,34650,0.07420908613613847,0.04479759140430398
5,SELECT,OD_SEPARABLE,20260913,12,AVAILABLE,terminal_H,raw,3850,0.09307021567025356,0.06091523931247666
5,SELECT,OD_SEPARABLE,20260913,12,AVAILABLE,path_1_to_H,raw,46200,0.07872207336194302,0.048708721151822676
5,SELECT,OD_SEPARABLE,20260913,12,AVAILABLE,terminal_H,clip_0_1,3850,0.09304505226291714,0.06085533832097295
5,SELECT,OD_SEPARABLE,20260913,12,AVAILABLE,path_1_to_H,clip_0_1,46200,0.07870070969938758,0.04866220319259704
10,SELECT,OD_SEPARABLE,20260913,3,AVAILABLE,terminal_H,raw,3850,0.0714261373258842,0.041629769014363535
10,SELECT,OD_SEPARABLE,20260913,3,AVAILABLE,path_1_to_H,raw,11550,0.06519458986641066,0.03709724768988071
10,SELECT,OD_SEPARABLE,20260913,3,AVAILABLE,terminal_H,clip_0_1,3850,0.07141369217958177,0.041593845751596345
10,SELECT,OD_SEPARABLE,20260913,3,AVAILABLE,path_1_to_H,clip_0_1,11550,0.06517108495931113,0.03705668042742418
10,SELECT,OD_SEPARABLE,20260913,6,AVAILABLE,terminal_H,raw,3850,0.0763553234577962,0.04787898646307281
10,SELECT,OD_SEPARABLE,20260913,6,AVAILABLE,path_1_to_H,raw,23100,0.06972415472944327,0.04141647858717744
10,SELECT,OD_SEPARABLE,20260913,6,AVAILABLE,terminal_H,clip_0_1,3850,0.07635009696293026,0.04785191906814172
10,SELECT,OD_SEPARABLE,20260913,6,AVAILABLE,path_1_to_H,clip_0_1,23100,0.06970895139074887,0.04138123606118947
10,SELECT,OD_SEPARABLE,20260913,9,AVAILABLE,terminal_H,raw,3850,0.0844841433318191,0.05702944716004383
10,SELECT,OD_SEPARABLE,20260913,9,AVAILABLE,path_1_to_H,raw,34650,0.07409392765930015,0.04531943521390513
10,SELECT,OD_SEPARABLE,20260913,9,AVAILABLE,terminal_H,clip_0_1,3850,0.0844777898022941,0.05701059961257848
10,SELECT,OD_SEPARABLE,20260913,9,AVAILABLE,path_1_to_H,clip_0_1,34650,0.07408133672469601,0.04528644333094685
10,SELECT,OD_SEPARABLE,20260913,12,AVAILABLE,terminal_H,raw,3850,0.09277858875933355,0.06103409373192586
10,SELECT,OD_SEPARABLE,20260913,12,AVAILABLE,path_1_to_H,raw,46200,0.07853960022062005,0.04910567513010602
10,SELECT,OD_SEPARABLE,20260913,12,AVAILABLE,terminal_H,clip_0_1,3850,0.09275398520615608,0.06098083462938949
10,SELECT,OD_SEPARABLE,20260913,12,AVAILABLE,path_1_to_H,clip_0_1,46200,0.07851670376123361,0.049070084013094296
20,SELECT,OD_SEPARABLE,20260913,3,AVAILABLE,terminal_H,raw,3850,0.0713813930487033,0.041759965510212056
20,SELECT,OD_SEPARABLE,20260913,3,AVAILABLE,path_1_to_H,raw,11550,0.06507964319650565,0.037043537955516355
20,SELECT,OD_SEPARABLE,20260913,3,AVAILABLE,terminal_H,clip_0_1,3850,0.07136857667772402,0.04172328131745462
20,SELECT,OD_SEPARABLE,20260913,3,AVAILABLE,path_1_to_H,clip_0_1,11550,0.06504983225998838,0.036992893425634124
20,SELECT,OD_SEPARABLE,20260913,6,AVAILABLE,terminal_H,raw,3850,0.07648922253603029,0.047596204810734365
20,SELECT,OD_SEPARABLE,20260913,6,AVAILABLE,path_1_to_H,raw,23100,0.06967345035219161,0.041331687973622556
